원두타입,원두명,노트,원산지,품종,생산자,고도,지역,가공,맛&향,산미,바디감,단맛,로스팅,쓴맛
블렌딩,에티오피아 예가체프 G1 첼바 쿠멜라초,"딸기쥬스, 열대과일, 초콜릿, 모카",에티오피아,에티오피아 토착종,첼바 스테이션,"1,800m~2,300m",오로미아 SNNPR 예가체프 첼바,내추럴,,4.0,3.0,2.0,3.0,1.0
디카페인,[오이르] 디카페인 새벽,"잘 익은 사과의 달콤한 산미와 입안 가득 메워지는 호두의 고소하고 묵직한 바디감
말하지 않으면 디카페인인지 모를 정도로  
다른 디카페인에 비해 맛이 매우 선명하게 잘 느껴집니다.",콜롬비아,,,,,워시드,"달콤,상큼,산미,견과류,풍부한",3.0,4.0,4.0,4.0,1.0
디카페인,숙면 블랜드,"볶은땅콩, 보리, 프룬, 브라운슈가",대한민국,,필넛로스터스,,"콜롬비아,브라질","슈가케인, 스위스워터","달콤,고소,베리,견과류,시나몬,곡물",1.0,4.0,3.0,3.0,4.0
디카페인,[3-3커피] 디카페인콜롬비아 안티오키아 커피원두 200g,"향미, 산미, 맛 등이 균형잡힌 고소한 커피","콜롬비아, 브라질, 과테말라",,,,,워시드,"달콤,고소,밸런스",2.0,2.0,3.0,3.0,1.0
디카페인,COLOMBIA EXCELSO DECAF,"오렌지, 스윗포테이토, 호박, 밀크초콜릿 
멕시코 마운틴 워터 프로세스","콜롬비아,멕시코",티피카,,"1,200~1,900m",,"마운틴 워터 프로세스, 워시드,기타","달콤,고소,초콜릿,곡물,시트러스",1.0,4.0,4.0,4.0,3.0
디카페인,Colombia Casa Negra Caturra Sugarcane Decaffein,"오렌지, 당밀, 밸런스, 밀크초콜렛","Colombia,콜롬비아",Caturra,Casa Negra,"1,450 masl","Quindio,Armenia","Sugarcane E.A,기타","달콤,밸런스,부드러움,초콜릿,시트러스",2.0,3.0,4.0,3.0,2.0
디카페인,멕시코 디카페인,Dried Orange/Grain/Syrup,"Mexico,멕시코","Bourbon,Typica Various",,,,"Washed/Decaf,워시드",달콤,1.0,4.0,4.0,4.0,2.0
디카페인,디카페인,"과테말라 워시드 100%
컵노트 : 누룽지, 카페인 없음",과테말라,,,,,워시드,"고소,쌉쌀",1.0,3.0,2.0,4.0,3.0
디카페인,커맨드 디카페인 (Command Decaffeinated),"브라운 슈가, 그레인, 토스트",India,"Mix of SLN 795, SLN 9, Peridina 등",,"1,250-1,370m",,"Washed, Fully washed",,1.0,3.0,4.0,4.0,1.0
디카페인,콜롬비아 디카페인,"아몬드, 군고구마, 초콜릿",,,,,,,"달콤,고소,초콜릿",1.0,4.0,4.0,4.0,1.0
디카페인,포텐셜 디카페인 블렌드,"통밀의 고소함, 끈적이는 초콜릿같은 질감, 구운 고구마, 달콤한 복숭아의 단맛과 꿀 넛트류의 단향은 먹는 내내 일반 커피에 견주어도 손색이 없을 정도입니다.

컵노트 / 마카다미아, 캐슈넛, 꿀, 복숭아, 잘 익은 딸기","콜롬비아,에티오피아",,,,,,"달콤,베리,견과류,곡물,트로피칼",3.0,2.0,4.0,4.0,1.0
디카페인,FREE BLEND,"볶은 견과류의 고소함과 초콜렛의 부드러운 촉감으로
잠을 이루지 못할까 하는 걱정에서 자유로워지세요","브라질, 과테말라, 콜롬비아",,,,,,"고소,부드러움,견과류",1.0,3.0,4.0,4.0,2.0
디카페인,디카페인 블렌딩 위켄드 블렌드,"- 컵노트: 카카오, 카라멜, 캐슈넛, 브라운 슈거","콜롬비아,과테말라,브라질",,,,,"기타, 멕시코 마운틴 워터 프로세스","달콤,카라멜,초콜릿,견과류,긴여운",2.0,3.0,4.0,4.0,1.0
디카페인,마블 디카프,견과류의 고소함과 호박같은 단맛이 부드럽게 들어오며 초콜릿같은 쌉쌀함이 은은하게 나오는 커피입니다. 카페인이 부담스러운 분들도 부담없이 마시기 좋은 제품입니다.,"콜롬비아,과테말라",,,,,,"달콤,고소,쌉쌀,초콜릿,견과류",2.0,3.0,4.0,4.0,2.0
디카페인,에브리데이 디카페인,*오전 11시 까지 결제된 주문은 영업일 기준 약 3일 이내 출고됩니다.,콜롬비아,"Typica, Caturra, Castilo, Colombian",,"1,200m~1,900m","Antioquia, Caldas, Neiva",디카프(슈가케인) 워시드,"밸런스,카라멜,묵직,허브",2.0,4.0,3.0,4.0,2.0
디카페인,콜롬비아 수프리모 후일라 슈가케인 디카페인,"오렌지, 아몬드, 카라멜, 밀크초콜렛
깨끗한 질감, 기분좋은 단맛",콜롬비아,"Caturra, Castillo, Typica",,"1,100m~1,700m",Huila,"슈가케인,기타","달콤,깔끔,카라멜,초콜릿,견과류,가벼운,시트러스",2.0,2.0,3.0,4.0,1.0
디카페인,에티오피아 짐마 디카페인 마운틴워터,"청포도, 그린티, 카라멜",에티오피아,Ethiopia Heirloom,,"1,700m ~ 2,200m",Ethiopia,"Mountain Water,기타","달콤,카라멜,차같은,트로피칼",3.0,3.0,3.0,3.0,1.0
디카페인,에티오피아 시다모 문타샤 네츄럴,"Earl Grey, Sweet, Orange",코스타리카,,,,,,"달콤,차같은,시트러스",1.0,3.0,5.0,3.0,3.0
디카페인,Ethiopia Yirgachaffe Wote Konga G1,"플로럴,베리,살구,클린","Ethiopia,에티오피아","Wolisho,Kurume,74110&74112",,"1,950 - 2,100","SNNPR,Gedeo,Yirgacheffe","Natural,내추럴","달콤,산미,깔끔,베리,꽃",3.0,2.0,3.0,2.0,1.0
디카페인,페루 카하마르카 하옌 디카페인,"감귤, 밤꿀, 마카다미아, 바닐라, 카라멜",페루,"카투카, 티피카, 카티모르",소농장 400곳,"1,600m~1,800m",카하마르카 하옌,마운틴 워터 프로세스,,2.0,4.0,3.0,4.0,3.0
디카페인,"DEEP, DEEPLY 탄자니아 아카시아힐즈 켄트 워시드","바닐라,아몬드, 라임, 히비스커스",멕시코,,,,,"워시드,기타","달콤,고소,밸런스,깔끔,바닐라,견과류,깔끔한",3.0,4.0,4.0,3.0,2.0
